prompt,completion,language,language_code,legal_domain,intent,urgency,recommended_document,feedback_rating,correction_applied,confidence_before,confidence_after,source
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother has not received salary for 2 months and the employer is ignoring calls despite attendance proof. The family may need help from District Legal Services Authority.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,economic_justice,labour_dispute,medium,labour_complaint,4,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई was removed from work without notice and final wages were not paid. The family may need help from Sessions Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन is a migrant worker whose contractor kept ID documents and unpaid wages. The family may need help from District Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My father has bank statements and WhatsApp duty rosters but no formal appointment letter. The family may need help from Magistrate Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,economic_justice,labour_dispute,medium,labour_complaint,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरे पिता has not received salary for 8 months and the employer is ignoring calls despite attendance proof. The family may need help from High Court legal aid clinic.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,4,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother was removed from work without notice and final wages were not paid. The family may need help from District Legal Services Authority.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई is a migrant worker whose contractor kept ID documents and unpaid wages. The family may need help from Sessions Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन has bank statements and WhatsApp duty rosters but no formal appointment letter. The family may need help from District Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My father has not received salary for 4 months and the employer is ignoring calls despite attendance proof. The family may need help from Magistrate Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,economic_justice,labour_dispute,medium,labour_complaint,4,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरे पिता was removed from work without notice and final wages were not paid. The family may need help from High Court legal aid clinic.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother is a migrant worker whose contractor kept ID documents and unpaid wages. The family may need help from District Legal Services Authority.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई has bank statements and WhatsApp duty rosters but no formal appointment letter. The family may need help from Sessions Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन has not received salary for 2 months and the employer is ignoring calls despite attendance proof. The family may need help from District Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,4,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My father was removed from work without notice and final wages were not paid. The family may need help from Magistrate Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरे पिता is a migrant worker whose contractor kept ID documents and unpaid wages. The family may need help from High Court legal aid clinic.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother has bank statements and WhatsApp duty rosters but no formal appointment letter. The family may need help from District Legal Services Authority.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,economic_justice,labour_dispute,medium,labour_complaint,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई has not received salary for 8 months and the employer is ignoring calls despite attendance proof. The family may need help from Sessions Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,4,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन was removed from work without notice and final wages were not paid. The family may need help from District Court.","Legal classification: labour_dispute.
Domain: economic_justice.
Urgency: medium.
Relevant legal route: Payment of Wages principles, Shops and Establishments/labour department processes, Industrial Disputes principles where applicable.
Recommended workflow/document: labour_complaint.

Practical response:
- Collect appointment letter if available, salary slips, bank statements, attendance records, duty rosters, ID card, contractor details, and messages promising payment.
- Send a written demand for unpaid wages with dates and amount. Keep proof of delivery.
- Approach the Labour Commissioner, local labour office, worker helpline, or DLSA if the worker cannot afford a lawyer.
- If documents are missing, build the case from alternative proof such as messages, co-worker witnesses, gate register photos, and bank credits.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to labour_dispute and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,economic_justice,labour_dispute,medium,labour_complaint,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
