collection_id,provenance,message,language,expected_module,expected_intent,predicted_intent,reply,prediction_correct,reply_safe_and_useful,accepted_for_training,source_session_id,notes
WA-0087,field_collected_scripted,police bol rahi incident dusre jurisdiction ka hai complaint register nahi karenge,ro,legal_aid,zero_fir,case_status,Please send the FIR [FIR] police station name to check case status.,pending_review,pending_review,no,191ea647-8fd3-4af8-8a11-73671a4680fa,
WA-0088,field_collected_scripted,Police refused FIR [FIR] written complaint and medical record,en,legal_aid,zero_fir,zero_fir,"This looks like a police refusal or Zero FIR [FIR]. If the incident happened outside the police station area, police can still register a Zero FIR [FIR] transfer it. Keep proof of refusal and escalate to senior police officers or a Magistrate/legal aid.",pending_review,pending_review,no,3135b478-0b4b-4459-8684-71012830a2ca,
WA-0089,field_collected_scripted,police bol rahi incident dusre jurisdiction ka hai complaint register nahi karenge,ro,legal_aid,zero_fir,case_status,Please send the FIR [FIR] police station name to check case status.,pending_review,pending_review,no,191ea647-8fd3-4af8-8a11-73671a4680fa,
WA-0090,field_collected_scripted,Police refused FIR [FIR] written complaint and medical record,en,legal_aid,zero_fir,zero_fir,"This looks like a police refusal or Zero FIR [FIR]. If the incident happened outside the police station area, police can still register a Zero FIR [FIR] transfer it. Keep proof of refusal and escalate to senior police officers or a Magistrate/legal aid.",pending_review,pending_review,no,3135b478-0b4b-4459-8684-71012830a2ca,
WA-0091,field_collected_scripted,police complaint par action taken report RTI se chahiye,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,4a355034-5ecc-46f8-98fd-b6c77ea35bbf,
WA-0092,field_collected_scripted,Need certified file movement records for a pension application,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,f9f5ffa1-4503-4498-aa93-990ffb86404a,
WA-0093,field_collected_scripted,police complaint par action taken report RTI se chahiye,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,4a355034-5ecc-46f8-98fd-b6c77ea35bbf,
WA-0094,field_collected_scripted,Need certified file movement records for a pension application,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,f9f5ffa1-4503-4498-aa93-990ffb86404a,
WA-0095,field_collected_scripted,police complaint par action taken report RTI se chahiye,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,4a355034-5ecc-46f8-98fd-b6c77ea35bbf,
WA-0096,field_collected_scripted,Need certified file movement records for a pension application,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,f9f5ffa1-4503-4498-aa93-990ffb86404a,
WA-0097,field_collected_scripted,police complaint par action taken report RTI se chahiye,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,4a355034-5ecc-46f8-98fd-b6c77ea35bbf,
WA-0098,field_collected_scripted,Need certified file movement records for a pension application,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,f9f5ffa1-4503-4498-aa93-990ffb86404a,
WA-0099,field_collected_scripted,police complaint par action taken report RTI se chahiye,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,4a355034-5ecc-46f8-98fd-b6c77ea35bbf,
WA-0100,field_collected_scripted,Need certified file movement records for a pension application,en,legal_aid,rti_request,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,f9f5ffa1-4503-4498-aa93-990ffb86404a,
WA-0101,field_collected_scripted,scholarship ke liye income certificate application packet prepare karna hai,en,civicdocs,income_certificate,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,fedefaed-0e9e-4e68-a8cf-9ae9780f173a,
WA-0103,field_collected_scripted,scholarship ke liye income certificate application packet prepare karna hai,en,civicdocs,income_certificate,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,fedefaed-0e9e-4e68-a8cf-9ae9780f173a,
WA-0105,field_collected_scripted,scholarship ke liye income certificate application packet prepare karna hai,en,civicdocs,income_certificate,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,fedefaed-0e9e-4e68-a8cf-9ae9780f173a,
WA-0107,field_collected_scripted,scholarship ke liye income certificate application packet prepare karna hai,en,civicdocs,income_certificate,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,fedefaed-0e9e-4e68-a8cf-9ae9780f173a,
WA-0109,field_collected_scripted,scholarship ke liye income certificate application packet prepare karna hai,en,civicdocs,income_certificate,rti_request,"This looks like an RTI or public-records request. Identify the public authority, ask for specific records, dates, and file numbers, and keep the request narrow. If there is no reply within the legal timeline, you can file a FIR [FIR] appeal.",pending_review,pending_review,no,fedefaed-0e9e-4e68-a8cf-9ae9780f173a,
WA-0121,field_collected_scripted,college admission ke liye domicile application chahiye rent agreement available hai,fr,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,7d2bdaf8-c3e6-4ede-853f-3cf58f5b7406,
WA-0122,field_collected_scripted,Old address is on identity proof but current electricity bill has a new address,en,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,da2be693-6bae-451e-90e5-3f5da2e8b297,
WA-0123,field_collected_scripted,college admission ke liye domicile application chahiye rent agreement available hai,fr,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,7d2bdaf8-c3e6-4ede-853f-3cf58f5b7406,
WA-0124,field_collected_scripted,Old address is on identity proof but current electricity bill has a new address,en,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,da2be693-6bae-451e-90e5-3f5da2e8b297,
WA-0125,field_collected_scripted,college admission ke liye domicile application chahiye rent agreement available hai,fr,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,7d2bdaf8-c3e6-4ede-853f-3cf58f5b7406,
WA-0126,field_collected_scripted,Old address is on identity proof but current electricity bill has a new address,en,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,da2be693-6bae-451e-90e5-3f5da2e8b297,
WA-0127,field_collected_scripted,college admission ke liye domicile application chahiye rent agreement available hai,fr,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,7d2bdaf8-c3e6-4ede-853f-3cf58f5b7406,
WA-0128,field_collected_scripted,Old address is on identity proof but current electricity bill has a new address,en,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,da2be693-6bae-451e-90e5-3f5da2e8b297,
WA-0129,field_collected_scripted,college admission ke liye domicile application chahiye rent agreement available hai,fr,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,7d2bdaf8-c3e6-4ede-853f-3cf58f5b7406,
WA-0130,field_collected_scripted,Old address is on identity proof but current electricity bill has a new address,en,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",pending_review,pending_review,no,da2be693-6bae-451e-90e5-3f5da2e8b297,
WA-0131,field_collected_scripted,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",pending_review,pending_review,no,2f280e40-da1e-43fa-8fae-ffeb18ab311c,
WA-0133,field_collected_scripted,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",pending_review,pending_review,no,2f280e40-da1e-43fa-8fae-ffeb18ab311c,
WA-0135,field_collected_scripted,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",pending_review,pending_review,no,2f280e40-da1e-43fa-8fae-ffeb18ab311c,
WA-0137,field_collected_scripted,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",pending_review,pending_review,no,2f280e40-da1e-43fa-8fae-ffeb18ab311c,
WA-0139,field_collected_scripted,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",pending_review,pending_review,no,2f280e40-da1e-43fa-8fae-ffeb18ab311c,
WA-0141,field_collected_scripted,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",pending_review,pending_review,no,d752a28c-a5bf-4e3e-aa68-467970e0363c,
WA-0142,field_collected_scripted,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",pending_review,pending_review,no,440f06d6-a45a-4035-9a05-69c2862e78db,
WA-0143,field_collected_scripted,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",pending_review,pending_review,no,d752a28c-a5bf-4e3e-aa68-467970e0363c,
WA-0144,field_collected_scripted,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",pending_review,pending_review,no,440f06d6-a45a-4035-9a05-69c2862e78db,
WA-0145,field_collected_scripted,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",pending_review,pending_review,no,d752a28c-a5bf-4e3e-aa68-467970e0363c,
WA-0146,field_collected_scripted,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",pending_review,pending_review,no,440f06d6-a45a-4035-9a05-69c2862e78db,
WA-0147,field_collected_scripted,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",pending_review,pending_review,no,d752a28c-a5bf-4e3e-aa68-467970e0363c,
WA-0148,field_collected_scripted,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",pending_review,pending_review,no,440f06d6-a45a-4035-9a05-69c2862e78db,
WA-0149,field_collected_scripted,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",pending_review,pending_review,no,d752a28c-a5bf-4e3e-aa68-467970e0363c,
WA-0150,field_collected_scripted,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",pending_review,pending_review,no,440f06d6-a45a-4035-9a05-69c2862e78db,
